Volts,Thr%,Ohms,Millis
0.00,0,0,96978
0.00,0,0,97228
0.00,0,0,97478
0.00,0,0,97728
0.00,0,0,97978
0.00,0,0,98228
0.00,0,0,98478
0.00,0,0,98728
0.00,0,0,98978
0.00,0,0,99228
0.00,0,0,99478
0.00,0,0,99728
0.00,0,0,99978
0.00,0,0,100228
0.00,0,0,100478
0.00,0,0,100728
0.00,0,0,100978
0.00,0,0,101228
0.00,0,0,101478
0.00,0,0,101728
0.00,0,0,101978
0.00,0,0,102228
0.00,0,0,102477
0.00,0,0,102728
0.00,0,0,102978
0.00,0,0,103228
0.00,0,0,103478
0.00,0,0,103728
0.00,0,0,103979
0.00,0,0,104229
0.00,0,0,104478
0.00,0,0,104728
0.00,0,0,104978
0.00,0,0,105229
0.00,0,0,105479
0.00,0,0,105729
0.00,0,0,105979
0.00,0,0,106229
0.00,0,0,106479
0.00,0,0,106729
0.00,0,0,106979
0.00,0,0,107229
0.00,0,0,107479
0.00,0,0,107729
0.00,0,0,107979
0.00,0,0,108229
0.00,0,0,108478
0.00,0,0,108728
0.00,0,0,108978
0.00,0,0,109229
0.00,0,0,109479
0.00,0,0,109729
0.00,0,0,109979
0.00,0,0,110229
0.00,0,0,110479
0.00,0,0,110729
0.00,0,0,110979
0.00,0,0,111229
0.00,0,0,111479
0.00,0,0,111729
0.00,0,0,111979
0.00,0,0,112229
0.00,0,0,112478
0.00,0,0,112728
0.00,0,0,112979
0.00,0,0,113229
0.00,0,0,113479
0.00,0,0,113729
0.00,0,0,113979
0.00,0,0,114229
0.00,0,0,114479
0.00,0,0,114729
0.00,0,0,114979
0.00,0,0,115229
0.00,0,0,115478
0.00,0,0,115728
0.00,0,0,115978
0.00,0,0,116229
0.00,0,0,116480
0.00,0,0,116730
0.00,0,0,116980
0.00,0,0,117230
0.00,0,0,117480
0.00,0,0,117730
0.00,0,0,117980
0.00,0,0,118230
0.00,0,0,118480
0.00,0,0,118729
0.00,0,0,118979
0.00,0,0,119230
0.00,0,0,119480
0.00,0,0,119730
0.00,0,0,119980
0.00,0,0,120230
0.00,0,0,120480
0.00,0,0,120730
0.00,0,0,120980
0.00,0,0,121230
0.00,0,0,121480
0.00,0,0,121730
0.00,0,0,121980
0.00,0,0,122230
0.00,0,0,122479
0.00,0,0,122729
0.00,0,0,122979
0.00,0,0,123230
0.00,0,0,123480
0.00,0,0,123730
0.00,0,0,123980
0.00,0,0,124230
0.00,0,0,124480
